company_name,country,Line_of_business,company_size,date,revenue_type,revenue_stream,currency,fiscal_year,fiscal_quarter,region,payment_method,transaction_amount,transaction_date,transaction_status,Loan_ID,loan_status,Principal_amount,terms,effective_date,due_date,paid_off_time,past_due_days,Loan_flag,product_name,product_category,product_price,quality_category,Import percentage,export percentage
Oliver LLC,Tonga,Technology,Small,2014-06-22,Product Sales,Offline,USD,2023,2,North America,Cash,8673.75,2010-03-19,Failed,4c0cc167-9f35-4377-962b-8f6196a251f7,Rejected,36605.51,56,1978-11-13,1979-11-03,1994-12-28,2,Yes,Toaster,Household Items,991.8,Low,20.77,70.85
"Hanson, Estrada and Nguyen",Saint Barthelemy,Healthcare,Large,1993-07-23,Subscription,Offline,USD,2023,3,Australia,PayPal,6844.99,1981-10-22,Completed,a11010c4-9807-402b-8653-fa53fb1639df,Approved,91952.03,25,2002-09-02,1986-06-27,1971-05-29,6,No,Pants,Clothing,492.67,High,98.11,65.16
Walker-Olson,Gambia,Retail,Large,1992-05-02,Subscription,Online,USD,2021,4,Australia,Bank Transfer,5183.77,1982-02-16,Failed,215f7d34-b374-4577-a43c-1601b52d91f4,Rejected,87881.48,17,2000-04-06,2022-03-23,2013-07-28,19,No,Tablet,Electronics,447.82,Low,17.11,40.31
"Hanson, Estrada and Nguyen",Pakistan,Retail,Large,2013-04-30,Service Revenue,Online,USD,2021,1,North America,Bank Transfer,4305.42,1976-12-28,Pending,8ab1aaf5-2ce5-4be7-9f25-4580ae64a9a9,Approved,38637.03,60,1971-11-22,2024-08-30,1993-07-01,10,No,Manual,Books,158.13,High,53.65,97.77
"Avila, King and Ingram",Saint Barthelemy,Technology,Large,2000-05-26,Product Sales,Offline,USD,2022,4,Australia,Cash,4909.05,2021-07-20,Completed,0a6b1863-5362-4f5c-bfd7-ac4a441bcb45,Rejected,28114.86,53,1991-01-21,1996-04-07,2015-01-07,2,Yes,Microwave,Household Items,459.28,High,9.34,67.7
Perry-Hill,Saint Barthelemy,Technology,Large,1985-11-29,Service Revenue,Offline,USD,2022,4,North America,Bank Transfer,315.11,1984-01-03,Failed,4c55ffd2-bb32-4add-94ab-2ef83c78350e,Approved,4924.89,56,1974-03-26,1993-02-23,2021-05-12,4,No,Dress,Clothing,724.96,Low,49.13,1.93
Taylor Group,Pakistan,Technology,Medium,2003-07-01,Subscription,Offline,USD,2021,1,Africa,Cash,4445.72,1978-07-20,Failed,960274e5-e1c0-40f7-b513-892bd958c082,Pending,12363.92,54,1976-03-12,1983-06-19,2021-02-01,28,No,Headphones,Electronics,506.47,High,26.88,48.05
"Avila, King and Ingram",Croatia,Manufacturing,Medium,2017-04-17,Subscription,Online,USD,2018,2,Europe,PayPal,5737.04,1993-01-03,Pending,09972f3e-24f3-4681-946a-d64a0abbc63a,Approved,3290.76,3,2001-02-06,1990-05-25,1986-09-19,4,Yes,Textbook,Books,222.95,Low,93.0,22.67
Oliver LLC,Lesotho,Technology,Small,2023-08-15,Service Revenue,Online,USD,2021,3,Africa,Bank Transfer,5463.86,2001-11-03,Failed,d1546903-e3ae-4354-8bc3-d878d66ed6db,Approved,3622.66,26,2013-10-23,1988-10-23,2020-12-26,9,Yes,Shoes,Clothing,492.37,Low,43.86,17.6
Oliver LLC,Gambia,Technology,Medium,1982-12-31,Product Sales,Online,USD,2020,4,Europe,PayPal,553.89,1977-06-03,Failed,d024c582-ec5b-4514-8e82-7577c4f12bad,Approved,4558.82,1,1987-11-21,2005-12-28,1984-04-19,30,No,Headphones,Electronics,506.47,Low,19.67,41.78
"Avila, King and Ingram",Tonga,Retail,Large,1979-08-18,Product Sales,Online,USD,2021,4,Asia,Cash,713.08,2007-08-08,Pending,f7fa4483-5fde-4136-bf13-958710bcef2b,Pending,43487.36,53,1991-12-14,1979-01-26,1996-04-25,27,No,Table,Furniture,673.79,High,69.15,19.23
Oliver LLC,Gambia,Technology,Large,1978-05-01,Service Revenue,Online,USD,2020,1,Asia,PayPal,3357.53,2008-12-02,Failed,c3904d77-35b4-4ea8-bcbb-631dcf1a57d1,Rejected,39925.7,20,1989-06-09,1993-03-25,2003-08-23,27,No,Pants,Clothing,492.67,Medium,32.93,99.19
Perry-Hill,Tuvalu,Finance,Small,1981-09-17,Product Sales,Online,USD,2023,1,Europe,Cash,4632.21,2024-10-24,Pending,50656646-8491-4ad4-88c6-e58f2338fa5e,Approved,57334.6,14,1980-12-11,1994-03-03,2016-11-22,24,No,Comic,Books,465.59,Medium,83.21,80.8
"Hanson, Estrada and Nguyen",Tonga,Healthcare,Small,2008-08-04,Product Sales,Online,USD,2019,4,Africa,Bank Transfer,5275.28,1970-08-04,Failed,85db41f4-79ea-4f22-b58d-68cef63522ad,Approved,2985.12,42,2002-10-25,1986-08-18,2019-09-26,0,No,Laptop,Electronics,13.46,Low,97.22,74.24
Perry-Hill,Saint Barthelemy,Manufacturing,Medium,1992-05-05,Service Revenue,Offline,USD,2020,3,Europe,PayPal,4247.62,1996-11-05,Pending,2d10fc7b-6f1d-4c06-b817-61836edd490c,Approved,2902.48,12,1976-03-03,1997-06-29,1971-07-04,2,Yes,Microwave,Household Items,459.28,Low,63.44,73.27
Walker-Olson,Tuvalu,Technology,Small,1974-04-23,Subscription,Offline,USD,2023,2,Asia,PayPal,7184.94,2008-07-14,Completed,448365db-b31b-4402-b5f0-346fb65b5e49,Approved,48153.22,25,2016-08-24,1984-11-03,1984-01-10,1,No,Novel,Books,85.64,Low,99.18,32.27
Walker-Olson,Maldives,Manufacturing,Medium,1981-07-09,Service Revenue,Offline,USD,2018,1,Europe,Cash,7704.56,1984-10-01,Completed,e0e55927-91a3-45a6-8035-8d2a2cd291bf,Pending,99419.47,9,1983-07-02,1976-09-06,2022-02-26,6,No,Smartphone,Electronics,606.35,Low,46.86,58.91
Perry-Hill,Pakistan,Technology,Large,1974-08-06,Subscription,Offline,USD,2021,3,Australia,PayPal,5750.8,1971-06-21,Completed,f07f77d2-e039-4dea-91af-21abfd59b191,Rejected,36631.6,59,1975-09-10,1979-12-07,2012-05-08,16,No,Manual,Books,158.13,Medium,61.77,7.14
Perry-Hill,Saint Barthelemy,Finance,Small,1985-03-06,Service Revenue,Online,USD,2021,4,Africa,Bank Transfer,4782.86,2015-10-17,Completed,8c0c8198-97cd-4b18-ac9b-33ad533b2338,Approved,16648.79,16,1994-01-03,2017-10-06,2011-12-31,26,Yes,Smartphone,Electronics,606.35,Medium,25.08,25.08
Marshall-Cameron,Maldives,Manufacturing,Medium,2012-08-10,Service Revenue,Offline,USD,2023,4,Europe,Credit Card,598.62,1978-01-01,Completed,1686030e-19ce-49f0-b6f5-f6e1552c7897,Pending,79567.17,41,1970-07-27,1971-05-21,1991-04-10,8,Yes,Camera,Electronics,546.92,High,99.36,54.38
"Avila, King and Ingram",South Georgia and the South Sandwich Islands,Finance,Small,2001-07-25,Product Sales,Online,USD,2018,1,Australia,PayPal,7155.09,2012-02-23,Failed,7ccbe47f-3d68-43d3-9db9-4f0e4283df87,Rejected,79157.47,16,2018-04-30,1976-01-07,2000-12-18,16,Yes,Headphones,Electronics,506.47,Medium,46.6,44.48
Jones Group,Croatia,Technology,Medium,1976-10-20,Product Sales,Online,USD,2021,3,Asia,Credit Card,5118.4,2010-01-14,Failed,eaa31a5f-689b-4e2d-bcbb-5ea23bcf4cc8,Rejected,63963.81,6,1994-05-22,1981-01-31,1976-03-06,11,No,Toaster,Household Items,991.8,Low,57.48,64.75
Walker-Olson,Pakistan,Healthcare,Small,1994-06-03,Product Sales,Online,USD,2022,4,North America,Bank Transfer,4007.05,2022-06-15,Pending,2534bec9-7550-45a7-ac0a-7688b287a0be,Approved,99949.8,53,1987-08-27,2002-10-08,2013-12-21,20,Yes,Bed,Furniture,931.86,Low,49.65,99.11
"Hanson, Estrada and Nguyen",Pakistan,Manufacturing,Small,1985-01-03,Subscription,Online,USD,2020,1,Asia,Cash,526.67,1983-06-03,Completed,99dd9155-2249-4a5e-8d61-d40167f1546c,Pending,66720.38,43,2000-04-30,2021-08-14,2022-12-20,9,Yes,Sofa,Furniture,159.31,Low,28.72,67.12
Walker-Olson,Saint Barthelemy,Healthcare,Small,1986-10-18,Product Sales,Offline,USD,2021,3,Europe,Bank Transfer,6206.72,1992-04-11,Pending,d4e5693d-3829-4506-93ad-ee4cb0411dcb,Pending,46926.85,11,1979-05-29,1976-09-29,1995-04-08,3,No,Iron,Household Items,960.7,Low,79.27,82.87
Vasquez Group,Lesotho,Technology,Medium,2015-08-17,Subscription,Offline,USD,2018,2,North America,Credit Card,5929.64,2017-04-24,Pending,ab6b56c9-0164-48a6-8514-0784dd2e67bb,Pending,39477.1,37,1982-11-15,1998-04-14,2013-09-10,29,Yes,Toaster,Household Items,991.8,High,53.55,85.22
Oliver LLC,Tuvalu,Finance,Large,2021-10-11,Service Revenue,Offline,USD,2018,2,Africa,Bank Transfer,4317.31,2020-04-16,Pending,9181cfaf-3b9e-4547-9528-c1b55ffcbb33,Approved,60595.03,26,1979-03-14,2007-04-21,1988-01-31,3,No,Iron,Household Items,960.7,Low,98.95,42.09
Taylor Group,Tuvalu,Healthcare,Small,2018-05-07,Service Revenue,Online,USD,2019,2,Asia,Cash,6060.91,2014-06-01,Completed,97a25353-2e67-4b6f-a5fa-77431d4b60f6,Pending,91368.95,53,1988-02-29,1970-05-22,1994-02-19,6,No,Jacket,Clothing,100.32,Medium,14.11,29.25
"Hanson, Estrada and Nguyen",Japan,Manufacturing,Medium,1975-01-19,Service Revenue,Offline,USD,2020,2,Africa,Credit Card,1468.42,1997-12-17,Failed,c8fb9228-f6b2-4cff-ab4a-19be9f2961b0,Approved,83909.83,40,2021-05-17,1986-02-07,1989-09-24,22,Yes,Textbook,Books,222.95,High,61.7,52.54
Jones Group,Tonga,Healthcare,Medium,2000-01-15,Product Sales,Online,USD,2020,3,North America,Bank Transfer,2266.66,1983-02-21,Failed,40cde6c1-1c8b-4589-a94c-95255b40e5e6,Approved,10108.2,43,2018-04-29,1971-12-23,1991-11-12,6,No,Table,Furniture,673.79,Medium,87.39,34.29
Walker-Olson,Lesotho,Technology,Small,1995-05-28,Service Revenue,Offline,USD,2019,1,Australia,Credit Card,8843.17,1986-10-26,Pending,d476666b-baaf-43a6-9a78-cd886d5e9afe,Pending,48610.7,3,1981-05-18,2009-08-09,1973-04-07,3,No,Magazine,Books,626.2,Medium,33.12,23.28
Taylor Group,Tonga,Finance,Large,1987-10-27,Product Sales,Offline,USD,2019,3,Europe,Bank Transfer,8552.51,1977-06-10,Pending,9ea2dd5f-4927-44ac-88bf-b62323862abd,Rejected,48187.22,7,2009-01-29,1997-05-18,1978-11-10,8,No,Textbook,Books,222.95,Low,30.54,48.75
Luna-Brewer,Tonga,Technology,Small,2004-04-12,Service Revenue,Online,USD,2019,3,Africa,Cash,2664.88,2002-01-02,Completed,1ff4f8c2-2343-47ad-b89c-18d9a229cfcd,Pending,24667.75,18,1991-09-18,1981-03-03,2016-02-29,14,Yes,Shirt,Clothing,359.27,Medium,56.76,78.48
Perry-Hill,Pakistan,Retail,Small,1991-07-06,Product Sales,Offline,USD,2023,4,Europe,Bank Transfer,9373.47,1984-08-07,Completed,27d33529-fce5-496c-80fb-a503ca6b54db,Approved,98383.17,7,1992-06-07,1976-03-21,1998-07-30,4,No,Pants,Clothing,492.67,Low,67.54,29.19
Oliver LLC,Tuvalu,Finance,Medium,2015-02-12,Subscription,Offline,USD,2022,4,Africa,PayPal,8543.57,1975-07-19,Failed,0098f518-3cee-436c-badb-642e31a6d2f0,Approved,31408.44,43,2008-09-17,1973-12-19,2023-03-04,15,Yes,Tablet,Electronics,447.82,High,1.54,82.3
Marshall-Cameron,Saint Barthelemy,Healthcare,Large,2017-12-16,Product Sales,Online,USD,2022,2,Australia,Credit Card,974.71,1984-11-23,Completed,0111cf82-e939-4e81-af7b-c9a49ecde1ef,Approved,8616.45,57,2007-09-25,2001-01-06,1994-07-12,12,No,Chair,Furniture,881.54,Medium,51.83,86.61
Jones Group,Tuvalu,Retail,Medium,1986-04-08,Product Sales,Offline,USD,2022,1,North America,PayPal,5760.57,1989-11-07,Failed,a80cd78c-64a9-44ae-a510-df63caa6dad8,Pending,91687.87,40,1983-09-22,2010-08-16,2024-01-16,19,No,Bed,Furniture,931.86,High,15.16,76.09
Oliver LLC,Saint Barthelemy,Healthcare,Small,2018-04-08,Subscription,Online,USD,2023,4,North America,Cash,194.23,2014-07-28,Failed,b34b9f6e-b846-4190-a84e-16d290a33c8a,Pending,90346.85,52,2022-02-12,1970-09-18,2000-11-23,3,Yes,Microwave,Household Items,459.28,Medium,63.93,6.87
"Avila, King and Ingram",Tuvalu,Healthcare,Medium,2005-08-09,Subscription,Online,USD,2023,4,Europe,Cash,4402.01,1971-03-05,Pending,cf207d63-38f5-4647-8dbd-3b74e7dede3e,Rejected,70443.75,13,1986-10-07,2013-06-10,2024-06-03,13,Yes,Pants,Clothing,492.67,Low,39.93,91.75
Jones Group,Tuvalu,Technology,Large,2013-10-23,Subscription,Online,USD,2021,4,Asia,Credit Card,3281.36,1979-02-18,Pending,77de1f12-34a0-4b2b-b508-2d9a32f2a36e,Rejected,18004.6,10,2013-11-13,2022-03-01,2007-01-21,4,Yes,Blender,Household Items,473.47,Low,4.49,36.43
Taylor Group,Croatia,Healthcare,Small,2003-06-02,Service Revenue,Online,USD,2020,1,Australia,Bank Transfer,6622.38,2006-02-20,Completed,534f0f0f-a84b-4945-80cb-98d7432f9511,Rejected,1236.46,14,1971-12-12,2019-02-17,1992-09-06,1,Yes,Headphones,Electronics,506.47,High,90.81,69.06
"Avila, King and Ingram",Saint Barthelemy,Manufacturing,Medium,2022-03-20,Service Revenue,Online,USD,2023,3,Australia,Credit Card,7670.49,2005-04-16,Failed,5286cfc6-383b-433f-b57c-b294f9a148ae,Rejected,8943.39,50,2020-10-24,2014-12-07,1998-07-01,8,No,Sofa,Furniture,159.31,Low,84.1,55.71
Perry-Hill,Gambia,Healthcare,Medium,2008-02-04,Product Sales,Offline,USD,2019,3,Europe,Credit Card,4169.46,2021-01-15,Pending,d33c9956-f8f7-484d-a3c1-e5d6da28af4b,Rejected,69844.92,51,1972-09-27,1971-11-17,2007-04-19,15,Yes,Iron,Household Items,960.7,High,13.44,15.59
Taylor Group,Croatia,Retail,Medium,2020-09-14,Service Revenue,Offline,USD,2022,3,Africa,Credit Card,2383.2,2009-10-17,Failed,7291e37c-852f-4ab6-a107-6aec96eb3e01,Approved,37410.51,13,1999-04-11,1970-12-20,1985-05-06,1,Yes,Headphones,Electronics,506.47,High,11.4,47.47
Marshall-Cameron,Lesotho,Healthcare,Small,1982-03-18,Subscription,Online,USD,2018,4,Europe,Credit Card,3883.1,2006-11-18,Completed,c0cdac6c-a4f2-4950-a346-267ac6f561c9,Rejected,42189.55,32,1993-10-24,2007-09-15,1988-04-27,7,No,Iron,Household Items,960.7,High,8.06,46.4
Oliver LLC,Lesotho,Technology,Small,2018-10-25,Service Revenue,Offline,USD,2022,4,North America,Credit Card,3293.34,1991-07-13,Pending,a9975bea-2a12-412f-8807-f1e9162497f9,Approved,36429.34,58,1998-12-06,1975-09-21,1978-09-28,20,No,Laptop,Electronics,13.46,Low,94.71,20.6
Marshall-Cameron,Gambia,Manufacturing,Large,2019-12-08,Subscription,Online,USD,2021,3,North America,PayPal,5306.74,2004-03-23,Pending,57633c4b-fcb1-4da2-8d23-a44b987b9a6f,Approved,68841.24,27,1984-05-20,1980-03-25,1972-05-04,27,Yes,Novel,Books,85.64,Low,26.26,94.47
"Hanson, Estrada and Nguyen",South Georgia and the South Sandwich Islands,Technology,Large,1982-03-03,Service Revenue,Offline,USD,2018,1,Asia,Cash,1962.71,1994-09-03,Failed,beabda66-a917-4814-8d0a-9a51eb1c49f6,Pending,55891.92,33,1995-02-01,2020-10-29,1978-09-16,12,No,Sofa,Furniture,159.31,Medium,32.8,98.85
Walker-Olson,Tuvalu,Technology,Medium,1972-04-23,Product Sales,Offline,USD,2019,2,Australia,Credit Card,3055.6,2010-01-02,Pending,d3e3755f-063b-477c-98a8-25367279a8b9,Rejected,23431.12,3,1975-03-19,2017-03-27,2015-11-24,0,Yes,Microwave,Household Items,459.28,Medium,38.54,0.29
Oliver LLC,Tonga,Manufacturing,Medium,1996-06-26,Subscription,Online,USD,2022,3,North America,Credit Card,2043.66,2005-01-11,Completed,40ba3f65-df61-4ec0-a076-6bac5427c006,Pending,48190.6,13,2022-07-19,2009-08-01,1979-12-19,29,No,Jacket,Clothing,100.32,High,39.05,60.9
Marshall-Cameron,Japan,Manufacturing,Medium,2022-01-18,Product Sales,Offline,USD,2019,4,Africa,Credit Card,972.33,1976-07-24,Failed,3b00183f-deb8-45bb-87a7-a3b4bf56a802,Rejected,10208.59,11,2004-07-22,1991-06-30,2007-06-21,2,Yes,Iron,Household Items,960.7,Medium,16.5,49.16
Perry-Hill,South Georgia and the South Sandwich Islands,Finance,Medium,1981-07-18,Subscription,Offline,USD,2022,4,Africa,Cash,4091.63,2014-11-07,Failed,5234b7f9-3cea-4529-84e9-70eecd402164,Pending,11538.19,28,1989-09-09,2016-03-28,2003-12-07,0,No,Textbook,Books,222.95,Medium,5.43,7.1
Taylor Group,Gambia,Manufacturing,Medium,2011-05-18,Product Sales,Offline,USD,2021,4,Europe,Credit Card,6265.81,2001-09-18,Failed,de8c87f5-6ef3-4452-9e61-cf9d048df619,Approved,16268.35,9,2008-12-28,1985-08-29,1973-12-09,3,No,Vacuum,Household Items,197.2,Medium,33.98,17.89
Vasquez Group,Japan,Finance,Large,1973-06-18,Product Sales,Online,USD,2022,4,Asia,Bank Transfer,9161.63,1973-06-02,Failed,e7fecb7b-9967-4123-9e1e-d54db6f908ff,Approved,17365.95,27,2013-05-16,1997-07-13,1985-02-04,1,Yes,Shoes,Clothing,492.37,Low,78.53,5.15
Vasquez Group,Gambia,Manufacturing,Small,2006-10-14,Product Sales,Online,USD,2020,3,Europe,Credit Card,9181.75,1971-07-19,Completed,e29ebd19-29d3-45c4-95d5-18c8fae0c665,Pending,45929.92,6,1976-12-16,1972-08-04,2021-10-24,23,Yes,Table,Furniture,673.79,Medium,29.24,4.54
Jones Group,Saint Barthelemy,Healthcare,Large,1976-01-11,Product Sales,Online,USD,2020,1,Africa,PayPal,3947.59,2001-09-11,Completed,4f69a820-38a3-4405-819c-8dbfe7dfcc50,Approved,42325.54,20,1977-06-12,1998-01-31,1987-09-16,3,No,Toaster,Household Items,991.8,High,22.18,94.09
Vasquez Group,Tuvalu,Healthcare,Medium,2010-10-24,Subscription,Offline,USD,2022,2,North America,PayPal,4663.37,1981-02-24,Completed,b7c542ee-159a-47e2-8dd8-7b44f9ff9264,Rejected,4122.37,53,2009-05-07,1985-06-16,2011-09-17,24,Yes,Magazine,Books,626.2,High,83.18,76.71
Jones Group,Japan,Retail,Medium,2024-09-17,Service Revenue,Online,USD,2023,2,Asia,Credit Card,8210.21,2022-09-12,Completed,e9a6fd96-5eb5-4a02-a019-289cc69249a3,Approved,43119.4,29,2017-03-09,1997-04-03,2021-09-29,17,No,Textbook,Books,222.95,High,72.12,50.4
Jones Group,Gambia,Manufacturing,Medium,2001-09-29,Service Revenue,Online,USD,2022,4,Africa,Bank Transfer,1692.65,2006-10-04,Pending,014df63d-e38b-461d-abdd-b391648cd970,Pending,37814.71,3,2000-05-13,2016-11-01,2007-12-31,25,No,Table,Furniture,673.79,Low,70.96,64.14
Perry-Hill,Japan,Retail,Small,1991-10-20,Service Revenue,Online,USD,2021,4,North America,Bank Transfer,3480.6,1992-03-07,Completed,89078728-eddc-471b-8f4f-1f9e53487dc8,Pending,45065.49,6,1979-11-29,1975-10-27,2016-07-01,23,Yes,Jacket,Clothing,100.32,High,51.21,72.25
Marshall-Cameron,Tonga,Retail,Small,2014-10-12,Product Sales,Online,USD,2019,2,North America,Bank Transfer,3078.26,1985-02-14,Pending,a8d8af01-bc77-41b6-ade0-061a14670cbf,Approved,6840.35,2,2000-08-26,1996-11-19,2009-03-25,27,Yes,Camera,Electronics,546.92,Low,1.81,38.44
Marshall-Cameron,Tuvalu,Healthcare,Large,1976-05-02,Product Sales,Online,USD,2018,3,Australia,Cash,3796.42,1982-04-06,Failed,3ca56ceb-0fad-4b37-b753-1bbcb9693ddb,Pending,66518.83,31,2019-11-16,2014-06-02,2008-10-14,5,Yes,Dress,Clothing,724.96,Medium,24.24,2.99
Taylor Group,Gambia,Retail,Small,1990-05-24,Service Revenue,Offline,USD,2021,1,North America,Cash,8857.32,2016-12-08,Failed,7459c7d7-e266-419f-ad98-c0081f6f1db0,Rejected,23105.94,36,1974-11-20,1990-02-12,1994-03-20,3,Yes,Table,Furniture,673.79,Low,12.37,11.61
Vasquez Group,Croatia,Retail,Small,1990-08-19,Service Revenue,Offline,USD,2021,1,Africa,Credit Card,6618.67,1981-04-08,Pending,94d3aa6e-2c1a-4fd1-9fba-e4d3130df6c6,Pending,52347.2,10,2015-05-12,2007-08-23,1993-08-06,22,No,Smartphone,Electronics,606.35,Medium,81.25,66.68
Perry-Hill,Pakistan,Retail,Medium,1978-04-11,Service Revenue,Online,USD,2018,1,Australia,Bank Transfer,8909.39,1982-04-10,Failed,423d5ba8-e0cb-4c7e-bbd9-eed2535a87ae,Pending,72630.07,51,1984-11-10,2007-07-15,1984-05-16,4,Yes,Chair,Furniture,881.54,Medium,93.75,96.08
Walker-Olson,Saint Barthelemy,Retail,Large,1986-06-29,Subscription,Offline,USD,2020,3,Asia,PayPal,8795.35,2018-03-15,Completed,3056b498-790d-48bb-9281-743cc5707c90,Pending,32433.61,57,2008-05-11,2004-12-31,2024-06-27,13,No,Microwave,Household Items,459.28,Low,2.14,25.9
Perry-Hill,Japan,Retail,Small,1991-02-18,Product Sales,Online,USD,2019,1,Africa,Credit Card,9165.85,2020-03-28,Failed,be6e74cf-997b-40a5-80d3-5a5530151281,Pending,36409.96,3,1981-05-28,2012-12-29,2001-02-28,2,No,Magazine,Books,626.2,High,67.03,83.48
"Hanson, Estrada and Nguyen",Tonga,Healthcare,Small,1993-02-17,Subscription,Offline,USD,2021,2,Asia,PayPal,6211.77,1997-02-18,Pending,96fa0c95-6805-4ca3-a881-a9477ce8997e,Rejected,39194.88,11,1992-11-25,1998-03-03,1982-01-03,19,Yes,Sofa,Furniture,159.31,High,71.74,41.8
"Hanson, Estrada and Nguyen",Pakistan,Technology,Large,1998-09-23,Service Revenue,Offline,USD,2022,1,Africa,PayPal,688.33,1982-03-23,Pending,ed5e7063-6f27-4015-aa7b-fbc26f9b17b7,Pending,77461.08,17,1979-02-15,1979-09-25,1999-09-07,12,Yes,Pants,Clothing,492.67,Low,5.95,23.96
Luna-Brewer,Maldives,Manufacturing,Small,2008-09-29,Product Sales,Offline,USD,2020,2,Asia,Credit Card,5807.2,1992-06-26,Completed,ce0503e9-4442-4a5b-ba0b-1d08cd28f203,Rejected,95899.4,39,2002-08-01,2020-04-24,2009-01-17,23,No,Table,Furniture,673.79,Medium,58.11,45.82
Walker-Olson,Pakistan,Technology,Medium,1988-06-16,Product Sales,Offline,USD,2023,4,Europe,Credit Card,6533.16,1981-12-24,Completed,ed3b58a5-75d9-473e-9508-6b64bc165183,Pending,75256.75,58,1983-04-05,1979-05-16,2001-09-02,13,Yes,Microwave,Household Items,459.28,High,78.24,44.84
Luna-Brewer,Tuvalu,Retail,Medium,2001-09-07,Product Sales,Offline,USD,2023,1,Asia,Bank Transfer,2187.25,1987-03-16,Failed,e2c37944-f106-4aa6-b5c3-7597e6984b94,Rejected,91668.63,50,2005-08-18,2008-04-21,1982-09-20,27,Yes,Jacket,Clothing,100.32,High,73.19,44.4
"Avila, King and Ingram",Saint Barthelemy,Healthcare,Medium,2022-04-13,Subscription,Offline,USD,2020,1,Africa,Bank Transfer,6913.58,2024-09-30,Pending,ccace87b-ef93-4d59-9674-6812b2a64a3e,Approved,91282.08,41,2022-09-23,2001-12-25,2007-12-28,2,Yes,Tablet,Electronics,447.82,High,51.48,44.97
Luna-Brewer,Lesotho,Retail,Small,2016-11-09,Subscription,Offline,USD,2020,4,North America,Bank Transfer,3839.09,2013-10-14,Pending,08a99511-668e-44ec-ada3-100adcecd62e,Approved,14402.86,14,2009-06-06,2021-08-09,2016-03-02,27,Yes,Manual,Books,158.13,High,1.0,9.5
Perry-Hill,Saint Barthelemy,Retail,Large,1970-07-30,Product Sales,Offline,USD,2020,3,Australia,PayPal,6865.87,1989-06-04,Completed,1b8a3c24-f42c-48eb-9b17-da6d68cdce12,Approved,95882.96,56,1980-08-03,2023-07-19,1994-02-01,7,No,Smartphone,Electronics,606.35,Low,86.17,78.22
Walker-Olson,Lesotho,Retail,Medium,1971-07-16,Service Revenue,Online,USD,2023,3,Australia,Credit Card,5815.26,1993-06-08,Failed,2a8260d4-a697-48fe-8fb0-57c7b8d2dff3,Pending,45455.63,41,1999-04-07,1986-08-22,2022-07-20,16,No,Shoes,Clothing,492.37,Medium,23.94,43.72
Oliver LLC,Lesotho,Technology,Large,1981-03-27,Subscription,Online,USD,2018,1,Africa,PayPal,8467.95,2011-12-06,Completed,735d1a7f-efa0-43e0-8626-8471e664f207,Rejected,15318.14,45,2024-05-21,2006-06-12,1976-07-02,24,Yes,Table,Furniture,673.79,High,31.39,63.21
Taylor Group,Gambia,Technology,Large,2009-12-06,Subscription,Online,USD,2020,1,Europe,Bank Transfer,4522.82,1988-03-07,Failed,e9f4d072-f5e9-4006-8ce5-5c65da09e214,Pending,36301.45,41,2013-10-25,2002-07-19,2007-04-28,14,No,Jacket,Clothing,100.32,Medium,38.65,22.44
Luna-Brewer,Japan,Manufacturing,Small,1985-04-07,Service Revenue,Online,USD,2023,1,Asia,PayPal,8661.25,2015-12-21,Pending,e59fbbd6-85f1-4702-98aa-7400045d9bb5,Pending,67588.44,33,2014-09-23,2002-08-02,2013-03-14,18,No,Blender,Household Items,473.47,Medium,11.82,49.49
Perry-Hill,Saint Barthelemy,Retail,Medium,2011-05-14,Subscription,Offline,USD,2019,1,Africa,PayPal,1581.65,1991-04-11,Pending,a328c588-28e2-4d93-912f-febc552dc0f7,Pending,45952.54,36,2023-02-12,1974-10-11,1971-08-04,22,Yes,Novel,Books,85.64,Low,13.33,70.68
"Hanson, Estrada and Nguyen",Tuvalu,Technology,Small,2022-10-17,Subscription,Offline,USD,2019,2,North America,Cash,8580.66,2003-04-12,Pending,093f4422-b952-4548-a3c9-8586de43216e,Pending,14292.18,37,1994-01-15,1997-01-06,1990-05-18,8,Yes,Pants,Clothing,492.67,High,60.11,40.15
